Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
1/31/2021,100,Cardiology,Adult,16-64, 0-3 Months,46
1/31/2021,100,Cardiology,Adult,16-64, 3-6 Months,22
1/31/2021,100,Cardiology,Adult,16-64,12-15 Months,51
1/31/2021,100,Cardiology,Adult,65+, 6-9 Months,4
1/31/2021,100,Cardiology,Adult,65+,15-18 Months,15
1/31/2021,400,Endocrinology,Adult,16-64, 9-12 Months,22
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,48
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,21
1/31/2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,11
1/31/2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,5
1/31/2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,18
1/31/2021,1100,Haematology,Adult,16-64,18 Months +,28
1/31/2021,1100,Haematology,Adult,65+, 3-6 Months,4
1/31/2021,1100,Haematology,Adult,65+, 6-9 Months,4
1/31/2021,1100,Haematology,Adult,65+,12-15 Months,10
1/31/2021,1100,Haematology,Adult,65+,15-18 Months,9
1/31/2021,1503,Gynaecology,Adult,16-64, 3-6 Months,206
1/31/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,125
1/31/2021,1503,Gynaecology,Adult,16-64,12-15 Months,176
1/31/2021,1503,Gynaecology,Adult,16-64,15-18 Months,165
1/31/2021,1503,Gynaecology,Adult,65+, 9-12 Months,4
1/31/2021,1503,Gynaecology,Child,0-15,12-15 Months,3
1/31/2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,30
1/31/2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,9
1/31/2021,1700,Ophthalmology,Adult,16-64,12-15 Months,24
1/31/2021,1700,Ophthalmology,Adult,16-64,15-18 Months,30
1/31/2021,1912,Paediatric Respiratory Medicine,Adult,16-64,12-15 Months,1
1/31/2021,8800,Immunology,Child,0-15,12-15 Months,35
1/31/2021,8800,Immunology,Child,16-64, 0-3 Months,1
1/31/2021,8800,Immunology,Child,16-64,15-18 Months,1
1/31/2021,100,Cardiology,Adult,16-64, 0-3 Months,134
1/31/2021,100,Cardiology,Adult,65+, 3-6 Months,52
1/31/2021,100,Cardiology,Adult,65+, 6-9 Months,47
1/31/2021,100,Cardiology,Adult,65+,12-15 Months,40
1/31/2021,100,Cardiology,Adult,65+,15-18 Months,46
1/31/2021,100,Cardiology,Child,0-15, 0-3 Months,1
1/31/2021,300,Dermatology,Adult,16-64, 9-12 Months,122
1/31/2021,300,Dermatology,Adult,65+,18 Months +,74
1/31/2021,1100,Haematology,Adult,16-64,18 Months +,16
1/31/2021,1100,Haematology,Adult,65+, 0-3 Months,30
1/31/2021,1100,Haematology,Adult,65+, 3-6 Months,18
1/31/2021,1100,Haematology,Adult,65+,12-15 Months,5
1/31/2021,1300,Neurology,Adult,16-64,18 Months +,62
1/31/2021,1300,Neurology,Adult,65+, 0-3 Months,6
1/31/2021,1300,Neurology,Adult,65+, 3-6 Months,3
1/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,246
1/31/2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,187
1/31/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,183
1/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,517
1/31/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,87
1/31/2021,1800,Orthopaedics,Adult,65+,12-15 Months,99
1/31/2021,2500,Rheumatology,Adult,16-64,18 Months +,179
1/31/2021,2500,Rheumatology,Adult,65+, 0-3 Months,20
1/31/2021,2500,Rheumatology,Adult,65+, 6-9 Months,16
1/31/2021,2500,Rheumatology,Adult,65+,15-18 Months,15
1/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,22
1/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,1
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,1
1/31/2021,5000,General Medicine,Adult,65+, 0-3 Months,174
1/31/2021,5000,General Medicine,Adult,65+,18 Months +,61
1/31/2021,7800,Urology,Adult,65+, 3-6 Months,1
1/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,49
1/31/2021,100,Cardiology,Adult,65+,18 Months +,70
1/31/2021,400,Endocrinology,Adult,16-64, 6-9 Months,17
1/31/2021,400,Endocrinology,Adult,16-64,18 Months +,3
1/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,9
1/31/2021,400,Endocrinology,Adult,65+,12-15 Months,5
1/31/2021,400,Endocrinology,Adult,65+,15-18 Months,1
1/31/2021,400,Endocrinology,Child,0-15, 0-3 Months,1
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,26
1/31/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,2
1/31/2021,1100,Haematology,Adult,16-64, 6-9 Months,6
1/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,16
1/31/2021,1100,Haematology,Adult,16-64,15-18 Months,17
1/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,22
1/31/2021,1503,Gynaecology,Adult,65+,15-18 Months,14
1/31/2021,1503,Gynaecology,Child,0-15,18 Months +,1
1/31/2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,18
1/31/2021,1700,Ophthalmology,Adult,16-64,18 Months +,100
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,182
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,123
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,202
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15,18 Months +,813
1/31/2021,1912,Paediatric Respiratory Medicine,Child,16-64, 0-3 Months,6
1/31/2021,1912,Paediatric Respiratory Medicine,Child,16-64, 3-6 Months,6
1/31/2021,1912,Paediatric Respiratory Medicine,Child,16-64, 6-9 Months,2
1/31/2021,1912,Paediatric Respiratory Medicine,Child,16-64,12-15 Months,7
1/31/2021,1915,Paediatric Dermatology,Child,0-15,15-18 Months,334
1/31/2021,1916,Developmental Paediatrics,Child,0-15,15-18 Months,95
1/31/2021,1916,Developmental Paediatrics,Child,0-15,18 Months +,463
1/31/2021,1916,Developmental Paediatrics,Child,16-64, 3-6 Months,1
1/31/2021,1916,Developmental Paediatrics,Child,16-64, 9-12 Months,1
1/31/2021,1916,Developmental Paediatrics,Child,16-64,12-15 Months,1
1/31/2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,189
1/31/2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,147
1/31/2021,2000,Plastic Surgery,Child,0-15,12-15 Months,200
1/31/2021,2000,Plastic Surgery,Child,16-64, 6-9 Months,5
1/31/2021,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,1
1/31/2021,2102,Child/Adolescent Psychiatry,Child,0-15, 6-9 Months,3
1/31/2021,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,4
1/31/2021,6200,Clinical Neurophysiology,Child,16-64, 9-12 Months,1
1/31/2021,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,129
1/31/2021,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,3
1/31/2021,6700,Clinical (Medical) Genetics,Child,65+, 9-12 Months,3
1/31/2021,6700,Clinical (Medical) Genetics,Child,65+,18 Months +,5
1/31/2021,7000,Dental Surgery,Child,0-15, 3-6 Months,41
1/31/2021,7000,Dental Surgery,Child,0-15,12-15 Months,62
1/31/2021,7000,Dental Surgery,Child,16-64,15-18 Months,2
1/31/2021,7200,Paediatric Surgery,Child,0-15,18 Months +,441
1/31/2021,7200,Paediatric Surgery,Child,16-64, 0-3 Months,17
1/31/2021,7200,Paediatric Surgery,Child,16-64, 3-6 Months,19
1/31/2021,7200,Paediatric Surgery,Child,16-64, 9-12 Months,9
1/31/2021,7200,Paediatric Surgery,Child,16-64,12-15 Months,21
1/31/2021,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,23
1/31/2021,7600,Cardio-Thoracic Surgery,Child,0-15, 6-9 Months,17
1/31/2021,7600,Cardio-Thoracic Surgery,Child,0-15,12-15 Months,7
1/31/2021,7803,Paediatric Urology,Child,0-15,15-18 Months,80
1/31/2021,7803,Paediatric Urology,Child,16-64,18 Months +,15
1/31/2021,7900,Clinical Immunology,Child,0-15,15-18 Months,116
1/31/2021,8003,Pain Relief,Child,0-15, 0-3 Months,4
1/31/2021,8003,Pain Relief,Child,16-64, 0-3 Months,1
1/31/2021,8003,Pain Relief,Child,16-64, 3-6 Months,1
1/31/2021,8003,Pain Relief,Child,16-64, 6-9 Months,2
1/31/2021,8003,Pain Relief,Child,16-64, 9-12 Months,1
1/31/2021,8003,Pain Relief,Child,16-64,12-15 Months,1
1/31/2021,8004,Paediatric Anaesthetics,Child,16-64,15-18 Months,6
1/31/2021,8800,Immunology,Child,0-15,15-18 Months,52
1/31/2021,8800,Immunology,Child,0-15,18 Months +,278
1/31/2021,8800,Immunology,Child,16-64,12-15 Months,1
1/31/2021,8800,Immunology,Child,16-64,18 Months +,22
1/31/2021,5000,General Medicine,Adult,16-64,18 Months +,206
1/31/2021,5000,General Medicine,Adult,65+, 3-6 Months,137
1/31/2021,5000,General Medicine,Adult,65+, 6-9 Months,75
1/31/2021,5000,General Medicine,Adult,65+,12-15 Months,81
1/31/2021,8000,Anaesthetics,Adult,16-64,15-18 Months,4
1/31/2021,8000,Anaesthetics,Adult,65+, 3-6 Months,4
1/31/2021,8000,Anaesthetics,Adult,65+, 6-9 Months,2
1/31/2021,8000,Anaesthetics,Adult,65+, 9-12 Months,5
1/31/2021,8000,Anaesthetics,Adult,65+,12-15 Months,2
1/31/2021,8000,Anaesthetics,Adult,65+,18 Months +,28
1/31/2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1
1/31/2021,100,Cardiology,Adult,16-64, 6-9 Months,27
1/31/2021,400,Endocrinology,Adult,16-64,15-18 Months,6
1/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,10
1/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,6
1/31/2021,400,Endocrinology,Adult,65+, 9-12 Months,5
1/31/2021,400,Endocrinology,Adult,65+,18 Months +,2
1/31/2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,17
1/31/2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,7
1/31/2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,4
1/31/2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,13
1/31/2021,1100,Haematology,Adult,16-64, 0-3 Months,21
1/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,9
1/31/2021,1100,Haematology,Adult,16-64,12-15 Months,9
1/31/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,311
1/31/2021,1503,Gynaecology,Adult,16-64, 9-12 Months,147
1/31/2021,1503,Gynaecology,Adult,16-64,18 Months +,432
1/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,14
1/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,12
1/31/2021,1503,Gynaecology,Adult,65+,12-15 Months,13
1/31/2021,1503,Gynaecology,Child,0-15,15-18 Months,3
1/31/2021,1700,Ophthalmology,Adult,65+,15-18 Months,39
1/31/2021,1700,Ophthalmology,Adult,65+,18 Months +,131
1/31/2021,1700,Ophthalmology,Child,0-15,12-15 Months,1
1/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,168
1/31/2021,1900,Paediatrics,Child,0-15, 3-6 Months,117
1/31/2021,1900,Paediatrics,Child,0-15, 6-9 Months,75
1/31/2021,1900,Paediatrics,Child,0-15, 9-12 Months,90
1/31/2021,1900,Paediatrics,Child,0-15,12-15 Months,75
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,8
1/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,10
1/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,107
1/31/2021,2600,General Surgery,Adult,65+,18 Months +,44
1/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,29
1/31/2021,2600,General Surgery,Child,0-15, 6-9 Months,17
1/31/2021,2600,General Surgery,Child,0-15,12-15 Months,5
1/31/2021,5000,General Medicine,Adult,16-64, 0-3 Months,16
1/31/2021,5000,General Medicine,Adult,65+, 3-6 Months,1
1/31/2021,5000,General Medicine,Adult,65+, 6-9 Months,1
1/31/2021,100,Cardiology,Adult,16-64,15-18 Months,95
1/31/2021,100,Cardiology,Adult,16-64,18 Months +,391
1/31/2021,100,Cardiology,Adult,65+, 0-3 Months,74
1/31/2021,100,Cardiology,Adult,65+, 9-12 Months,28
1/31/2021,300,Dermatology,Adult,16-64,15-18 Months,112
1/31/2021,300,Dermatology,Adult,16-64,18 Months +,253
1/31/2021,300,Dermatology,Adult,65+, 0-3 Months,84
1/31/2021,300,Dermatology,Adult,65+, 3-6 Months,79
1/31/2021,300,Dermatology,Adult,65+, 9-12 Months,27
1/31/2021,300,Dermatology,Child,0-15, 6-9 Months,1
1/31/2021,1100,Haematology,Adult,65+,15-18 Months,8
1/31/2021,1100,Haematology,Adult,65+,18 Months +,7
1/31/2021,1300,Neurology,Adult,65+,15-18 Months,3
1/31/2021,1300,Neurology,Adult,65+,18 Months +,12
1/31/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,256
1/31/2021,1800,Orthopaedics,Adult,16-64,12-15 Months,243
1/31/2021,1800,Orthopaedics,Adult,65+,15-18 Months,74
1/31/2021,2500,Rheumatology,Adult,16-64, 0-3 Months,70
1/31/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,52
1/31/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,35
1/31/2021,2500,Rheumatology,Adult,16-64, 9-12 Months,35
1/31/2021,2500,Rheumatology,Adult,16-64,12-15 Months,35
1/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,405
1/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,251
1/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,9
1/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,6
1/31/2021,5000,General Medicine,Adult,65+,15-18 Months,62
1/31/2021,7800,Urology,Adult,16-64, 0-3 Months,3
1/31/2021,7800,Urology,Adult,16-64, 3-6 Months,15
1/31/2021,7800,Urology,Adult,16-64, 6-9 Months,1
1/31/2021,7800,Urology,Adult,16-64,12-15 Months,1
1/31/2021,8000,Anaesthetics,Adult,16-64, 0-3 Months,18
1/31/2021,8000,Anaesthetics,Adult,16-64, 6-9 Months,8
1/31/2021,8000,Anaesthetics,Adult,16-64, 9-12 Months,10
1/31/2021,0,Small Volume Specialities,Child,0-15, 3-6 Months,2
1/31/2021,100,Cardiology,Adult,16-64,15-18 Months,32
1/31/2021,100,Cardiology,Adult,16-64,18 Months +,184
1/31/2021,100,Cardiology,Adult,65+, 0-3 Months,25
1/31/2021,100,Cardiology,Adult,65+, 3-6 Months,7
1/31/2021,100,Cardiology,Adult,65+, 9-12 Months,8
1/31/2021,100,Cardiology,Adult,65+,12-15 Months,9
1/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,47
1/31/2021,400,Endocrinology,Adult,16-64, 3-6 Months,38
1/31/2021,400,Endocrinology,Adult,16-64,12-15 Months,14
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,39
1/31/2021,402,Diabetes Mellitus,Adult,16-64,12-15 Months,38
1/31/2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,2
1/31/2021,1100,Haematology,Adult,65+, 0-3 Months,13
1/31/2021,1100,Haematology,Adult,65+, 9-12 Months,4
1/31/2021,1100,Haematology,Adult,65+,18 Months +,9
1/31/2021,1100,Haematology,Child,0-15,12-15 Months,1
1/31/2021,1503,Gynaecology,Adult,65+,18 Months +,26
1/31/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,37
1/31/2021,1700,Ophthalmology,Child,0-15,18 Months +,1
1/31/2021,1900,Paediatrics,Adult,16-64, 0-3 Months,3
1/31/2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
1/31/2021,1900,Paediatrics,Adult,16-64,12-15 Months,2
1/31/2021,1900,Paediatrics,Adult,16-64,15-18 Months,1
1/31/2021,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,12
1/31/2021,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,13
1/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,392
1/31/2021,2600,General Surgery,Adult,16-64,18 Months +,238
1/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,114
1/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,75
1/31/2021,2600,General Surgery,Adult,65+,12-15 Months,51
1/31/2021,2600,General Surgery,Adult,65+,15-18 Months,30
1/31/2021,2600,General Surgery,Child,0-15, 0-3 Months,22
1/31/2021,2600,General Surgery,Child,0-15,18 Months +,22
1/31/2021,5000,General Medicine,Adult,16-64, 3-6 Months,1
1/31/2021,7800,Urology,Adult,65+, 9-12 Months,19
1/31/2021,7800,Urology,Adult,65+,18 Months +,17
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,119
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,80
1/31/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,543
1/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,61
1/31/2021,1100,Haematology,Adult,16-64, 6-9 Months,37
1/31/2021,1100,Haematology,Adult,16-64,12-15 Months,32
1/31/2021,1100,Haematology,Adult,65+, 9-12 Months,11
1/31/2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,25
1/31/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,36
1/31/2021,1700,Ophthalmology,Adult,65+,18 Months +,23
1/31/2021,1700,Ophthalmology,Child,0-15,18 Months +,25
1/31/2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,501
1/31/2021,1800,Orthopaedics,Child,0-15, 9-12 Months,24
1/31/2021,1800,Orthopaedics,Child,0-15,18 Months +,76
1/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,20
1/31/2021,2500,Rheumatology,Adult,65+, 9-12 Months,12
1/31/2021,2600,General Surgery,Adult,16-64, 9-12 Months,35
1/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,90
1/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,62
1/31/2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,59
1/31/2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,62
1/31/2021,2604,Vascular Surgery,Adult,65+,18 Months +,265
1/31/2021,5000,General Medicine,Adult,16-64, 0-3 Months,172
1/31/2021,5000,General Medicine,Adult,16-64, 3-6 Months,149
1/31/2021,5000,General Medicine,Adult,16-64, 6-9 Months,101
1/31/2021,5000,General Medicine,Adult,16-64,12-15 Months,117
1/31/2021,5000,General Medicine,Adult,16-64,15-18 Months,90
1/31/2021,5000,General Medicine,Adult,65+, 9-12 Months,63
1/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,2
1/31/2021,300,Dermatology,Adult,0-15, 0-3 Months,5
1/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,781
1/31/2021,300,Dermatology,Adult,16-64, 3-6 Months,417
1/31/2021,300,Dermatology,Adult,16-64, 6-9 Months,277
1/31/2021,300,Dermatology,Adult,16-64,12-15 Months,188
1/31/2021,300,Dermatology,Adult,16-64,18 Months +,474
1/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,90
1/31/2021,400,Endocrinology,Adult,16-64,18 Months +,31
1/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,29
1/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,10
1/31/2021,400,Endocrinology,Adult,65+,12-15 Months,10
1/31/2021,400,Endocrinology,Adult,65+,15-18 Months,2
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,28
1/31/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,10
1/31/2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,140
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,92
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,57
1/31/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,7
1/31/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,139
1/31/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,45
1/31/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,3
1/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,5
1/31/2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,12
1/31/2021,1100,Haematology,Adult,0-15, 3-6 Months,2
1/31/2021,1100,Haematology,Adult,0-15, 6-9 Months,2
1/31/2021,1300,Neurology,Adult,65+, 9-12 Months,3
1/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,14
1/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,1
1/31/2021,1600,Oncology,Adult,16-64, 0-3 Months,5
1/31/2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,1
1/31/2021,1800,Orthopaedics,Adult,0-15, 9-12 Months,1
1/31/2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,153
1/31/2021,1800,Orthopaedics,Adult,65+,18 Months +,99
1/31/2021,2000,Plastic Surgery,Adult,0-15, 0-3 Months,4
1/31/2021,2000,Plastic Surgery,Adult,0-15,18 Months +,1
1/31/2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,140
1/31/2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,144
1/31/2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,145
1/31/2021,2000,Plastic Surgery,Adult,65+, 9-12 Months,20
1/31/2021,2003,Maxillo-Facial,Adult,0-15, 0-3 Months,33
1/31/2021,2003,Maxillo-Facial,Adult,0-15,18 Months +,31
1/31/2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,138
1/31/2021,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,75
1/31/2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,128
1/31/2021,2003,Maxillo-Facial,Adult,16-64,18 Months +,754
1/31/2021,2003,Maxillo-Facial,Adult,65+,15-18 Months,16
1/31/2021,2300,Nephrology,Adult,65+, 9-12 Months,9
1/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,30
1/31/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,80
1/31/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,37
1/31/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,2
1/31/2021,2500,Rheumatology,Adult,16-64, 9-12 Months,46
1/31/2021,2600,General Surgery,Adult,0-15, 9-12 Months,1
1/31/2021,1503,Gynaecology,Child,0-15, 0-3 Months,10
1/31/2021,1503,Gynaecology,Child,0-15, 3-6 Months,5
1/31/2021,1503,Gynaecology,Child,0-15, 9-12 Months,1
1/31/2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,25
1/31/2021,1700,Ophthalmology,Adult,65+, 3-6 Months,27
1/31/2021,1700,Ophthalmology,Adult,65+, 6-9 Months,7
1/31/2021,1700,Ophthalmology,Adult,65+, 9-12 Months,18
1/31/2021,1700,Ophthalmology,Adult,65+,12-15 Months,40
1/31/2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
1/31/2021,1900,Paediatrics,Adult,16-64, 9-12 Months,3
1/31/2021,1900,Paediatrics,Child,0-15,15-18 Months,24
1/31/2021,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,3
1/31/2021,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,1
1/31/2021,2100,Psychiatry,Adult,16-64, 3-6 Months,7
1/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,374
1/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,290
1/31/2021,2600,General Surgery,Adult,16-64, 9-12 Months,215
1/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,190
1/31/2021,2600,General Surgery,Child,0-15,15-18 Months,7
1/31/2021,5000,General Medicine,Child,0-15, 0-3 Months,1
1/31/2021,7800,Urology,Adult,16-64, 0-3 Months,93
1/31/2021,7800,Urology,Adult,16-64, 3-6 Months,84
1/31/2021,7800,Urology,Adult,16-64, 6-9 Months,42
1/31/2021,7800,Urology,Adult,16-64, 9-12 Months,43
1/31/2021,7800,Urology,Adult,16-64,12-15 Months,50
1/31/2021,7800,Urology,Child,0-15,15-18 Months,1
1/31/2021,7800,Urology,Child,0-15,18 Months +,1
1/31/2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,95
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,173
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,143
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,82
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,223
1/31/2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,247
1/31/2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,1521
1/31/2021,1100,Haematology,Adult,16-64, 0-3 Months,112
1/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,24
1/31/2021,1100,Haematology,Adult,65+, 6-9 Months,16
1/31/2021,1600,Oncology,Adult,16-64, 0-3 Months,1
1/31/2021,1700,Ophthalmology,Adult,65+,15-18 Months,24
1/31/2021,1700,Ophthalmology,Child,0-15, 0-3 Months,48
1/31/2021,1700,Ophthalmology,Child,0-15, 9-12 Months,86
1/31/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,260
1/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,199
